,movieId,title,genres,userId,tag
6587,8685,"Miracle of Marcelino, The (Marcelino pan y vino) (1955)",Comedy|Drama,,
6588,8690,Slaughterhouse-Five (1972),Comedy|Drama|Sci-Fi|War,,
6590,8711,Mr. Blandings Builds His Dream House (1948),Comedy,,
6591,8712,My Favorite Wife (1940),Comedy|Romance,,
6592,8713,"New Adventures of Pippi Longstocking, The (1988)",Adventure|Children|Fantasy|Musical,,
6594,8718,"Snake Pit, The (1948)",Drama,,
6595,8720,"Super, The (1991)",Comedy,,
6596,8724,"Leopard, The (Gattopardo, Il) (1963)",Drama|War,,
6597,8727,"Day of the Locust, The (1975)",Drama,,
6598,8730,To End All Wars (2001),Action|Drama|War,,
6599,8738,"Woman Is a Woman, A (femme est une femme, Une) (1961)",Comedy|Drama|Musical|Romance,,
6600,8743,Biggles (1986),Adventure|Fantasy|Sci-Fi,,
6601,8748,"Yesterday, Today and Tomorrow (Ieri, oggi, domani) (1963)",Comedy,,
6602,8753,Unprecedented: The 2000 Presidential Election (2002),Documentary,,
6604,8755,My Voyage to Italy (Il mio viaggio in Italia) (1999),Documentary,,
6606,8771,Sherlock Holmes: Terror by Night (1946),Crime|Mystery|Thriller,,
6607,8772,"Spy Who Came in from the Cold, The (1965)",Drama|Thriller,,
6608,8773,Sherlock Holmes and the Secret Weapon (1942),Crime|Mystery|Thriller,,
6609,8774,Sherlock Holmes: The Woman in Green (1945),Mystery,,
6610,8778,Sherlock Holmes: Dressed to Kill (1946),Crime|Mystery,,
6611,8781,"Manchurian Candidate, The (2004)",Thriller,,
6612,8782,Thunderbirds (2004),Action|Adventure|Fantasy|Sci-Fi,,
6617,8795,Musa the Warrior (Musa) (2001),Action|Adventure|Drama|War,,
6619,8798,Collateral (2004),Action|Crime|Drama|Thriller,,
6620,8799,Little Black Book (2004),Comedy|Romance,,
6621,8800,Code 46 (2003),Romance|Sci-Fi,,
6622,8804,"Story of Women (Affaire de femmes, Une) (1988)",Drama,,
6623,8807,Harold and Kumar Go to White Castle (2004),Adventure|Comedy,,
6624,8808,"Princess Diaries 2: Royal Engagement, The (2004)",Comedy|Romance,,
6626,8810,AVP: Alien vs. Predator (2004),Action|Horror|Sci-Fi|Thriller,,
6627,8813,We Don't Live Here Anymore (2004),Drama,,
6628,8814,Without a Paddle (2004),Comedy,,
6629,8815,Exorcist: The Beginning (2004),Horror|Thriller,,
6631,8830,Anacondas: The Hunt for the Blood Orchid (2004),Adventure|Drama|Horror|Sci-Fi|Thriller,,
6632,8831,Suspect Zero (2004),Crime|Thriller,,
6633,8832,Warriors of Heaven and Earth (Tian di ying xiong) (2003),Action|Adventure|Drama,,
6634,8833,Vanity Fair (2004),Drama|Romance,,
6635,8835,Paparazzi (2004),Drama|Thriller,,
6636,8836,Wicker Park (2004),Drama|Romance|Thriller,,
6638,8840,Who's That Knocking at My Door? (1967),Drama,,
6639,8844,Camera Buff (Amator) (1979),Drama,,
6640,8848,"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)",Drama,,
6641,8860,Cellular (2004),Action|Crime|Drama|Mystery|Thriller,,
6642,8861,Resident Evil: Apocalypse (2004),Action|Horror|Sci-Fi|Thriller,,
6643,8864,Mr. 3000 (2004),Comedy|Drama,,
6644,8865,Sky Captain and the World of Tomorrow (2004),Action|Adventure|Sci-Fi,,
6645,8866,Wimbledon (2004),Comedy|Romance,,
6646,8869,First Daughter (2004),Comedy|Romance,,
6647,8870,"Forgotten, The (2004)",Drama|Mystery|Sci-Fi|Thriller,,
6648,8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Adventure|Drama,,
6656,8894,Orca: The Killer Whale (1977),Action|Drama|Horror|Thriller,,
6657,8905,1492: Conquest of Paradise (1992),Adventure|Drama,,
6658,8906,Cannibal Holocaust (1980),Horror,,
6659,8907,Shark Tale (2004),Animation|Children|Comedy,,
6660,8908,Ladder 49 (2004),Action|Drama|Thriller,,
6661,8910,I Heart Huckabees (2004),Comedy,,
6662,8911,Raise Your Voice (2004),Romance,,
6663,8912,Taxi (2004),Action|Comedy,,
6665,8915,Stage Beauty (2004),Drama,,
6666,8916,Shall We Dance? (2004),Comedy|Romance,,
6667,8917,Team America: World Police (2004),Action|Adventure|Animation|Comedy,,
6668,8918,Eulogy (2004),Comedy|Crime|Drama,,
6669,8919,P.S. (2004),Comedy|Drama|Fantasy|Romance,,
6671,8921,"Rose Tattoo, The (1955)",Drama|Romance,,
6672,8928,"Fearless Vampire Killers, The (1967)",Comedy|Horror,,
6673,8933,"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",Comedy|Drama,,
6674,8934,Bebe's Kids (1992),Animation|Children|Comedy,,
6675,8937,Friday Night Lights (2004),Action|Drama,,
6678,8939,"Final Cut, The (2004)",Sci-Fi|Thriller,,
6680,8946,Surviving Christmas (2004),Comedy,,
6681,8947,"Grudge, The (2004)",Horror|Mystery|Thriller,,
6682,8948,Alfie (2004),Comedy|Drama|Romance,,
6692,8952,Falling Angels (2003),Drama,,
6693,8954,Lightning in a Bottle (2004),Documentary,,
6694,8955,Undertow (2004),Crime|Drama|Thriller,,
6703,8959,Birth (2004),Drama|Mystery,,
6708,8964,Callas Forever (2002),Drama,,
6709,8965,"Polar Express, The (2004)",Adventure|Animation|Children|Fantasy|IMAX,,
6710,8966,Kinsey (2004),Drama,,
6711,8967,Seed of Chucky (Child's Play 5) (2004),Comedy|Horror,,
6712,8968,After the Sunset (2004),Action|Adventure|Comedy|Crime|Thriller,,
6713,8969,Bridget Jones: The Edge of Reason (2004),Comedy|Drama|Romance,,
6715,8972,National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller,,
6716,8973,Bad Education (La mala educación) (2004),Drama|Thriller,,
6717,8974,"SpongeBob SquarePants Movie, The (2004)",Adventure|Animation|Children|Comedy,,
6718,8977,Alexander (2004),Action|Adventure|Drama|War,,
6719,8978,Christmas with the Kranks (2004),Children|Comedy,,
6721,8981,Closer (2004),Drama|Romance,,
6722,8982,I Am David (2003),Drama,,
6724,8984,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller,,
6725,8985,Blade: Trinity (2004),Action|Fantasy|Horror|Thriller,,
6726,8987,Bush's Brain (2004),Documentary,,
6727,8989,Damn Yankees! (1958),Comedy|Musical,,
6729,9004,D.A.R.Y.L. (1985),Adventure|Children|Sci-Fi,,
6730,9005,Fire in the Sky (1993),Drama|Mystery|Sci-Fi,,
6731,9008,"Invisible Man Returns, The (1940)",Horror|Sci-Fi,,
6734,25746,"Hunchback of Notre Dame, The (1923)",Drama|Horror,,
6735,25750,Sherlock Jr. (1924),Comedy|Fantasy|Romance,,
6736,25752,"Freshman, The (1925)",Comedy,,
6738,25757,"Jazz Singer, The (1927)",Drama|Musical|Romance,,
6739,25769,"Steamboat Bill, Jr. (1928)",Comedy|Romance,,
6743,25773,Little Caesar (1931),Crime|Drama,,
6744,25782,Boudu Saved From Drowning (Boudu sauvé des eaux) (1932),Comedy,,
6745,25788,Scarface (1932),Crime|Drama,,
6746,25795,Dinner at Eight (1933),Comedy|Drama|Romance,,
6747,25797,Gold Diggers of 1933 (1933),Musical,,
6748,25805,"Atalante, L' (1934)",Comedy|Drama|Romance,,
6750,25826,Libeled Lady (1936),Comedy|Romance,,
6751,25827,Mr. Deeds Goes to Town (1936),Comedy|Romance,,
6752,25833,Camille (1936),Drama|Romance,,
6753,25834,Captains Courageous (1937),Adventure|Drama,,
6755,25850,Holiday (1938),Comedy|Drama|Romance,,
6757,25856,Wuthering Heights (1939),Drama|Romance,,
6759,25870,Here Comes Mr. Jordan (1941),Comedy|Fantasy|Romance,,
6761,25887,Tales of Manhattan (1942),Comedy|Drama,,
6762,25898,Day of Wrath (Vredens dag) (1943),Drama,,
6763,25905,"Miracle of Morgan's Creek, The (1944)",Comedy|Romance,,
6764,25906,Mr. Skeffington (1944),Drama|Romance,,
6765,25923,Great Expectations (1946),Drama,,
6766,25927,"Stranger, The (1946)",Drama|Film-Noir|Thriller,,
6767,25937,Easter Parade (1948),Musical|Romance,,
6769,25946,"Three Musketeers, The (1948)",Action|Adventure|Drama|Romance,,
6770,25947,Unfaithfully Yours (1948),Comedy,,
6772,25959,Annie Get Your Gun (1950),Comedy|Musical|Romance|Western,,
6773,25962,King Solomon's Mines (1950),Action|Adventure|Romance,,
6774,25963,"Young and the Damned, The (Olvidados, Los) (1950)",Crime|Drama,,
6775,25996,"Star Is Born, A (1954)",Drama|Musical,,
6776,25999,The Wild One (1953),Drama,,
6777,26002,Confidential Report (1955),Crime|Drama|Mystery|Thriller,,
6778,26003,Night and Fog (Nuit et brouillard) (1955),Crime|Documentary|War,,
6779,26038,Teacher's Pet (1958),Comedy|Romance,,
6780,26048,"Human Condition II, The (Ningen no joken II) (1959)",Drama|War,,
6781,26052,Pickpocket (1959),Crime|Drama,,
6782,26059,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960),Drama,,
6783,26073,"Human Condition III, The (Ningen no joken III) (1961)",Drama|War,,
6784,26078,Advise and Consent (1962),Drama,,
6785,26082,Harakiri (Seppuku) (1962),Drama,,
6786,26084,"Music Man, The (1962)",Children|Comedy|Musical|Romance,,
6788,26095,"Carabineers, The (Carabiniers, Les) (1963)",Comedy|Drama|War,,
6789,26116,"Hush... Hush, Sweet Charlotte (1964)",Horror|Thriller,,
6790,26122,Onibaba (1964),Drama|Horror|War,,
6791,26124,Robinson Crusoe on Mars (1964),Sci-Fi,,
6793,26133,"Charlie Brown Christmas, A (1965)",Animation|Children|Comedy,,
6794,26142,Major Dundee (1965),Adventure|War|Western,,
6795,26147,"Thousand Clowns, A (1965)",Comedy|Drama|Romance,,
6796,26150,Andrei Rublev (Andrey Rublyov) (1969),Drama|War,,
6798,26152,Batman (1966),Action|Adventure|Comedy,,
6799,26158,Closely Watched Trains (Ostre sledované vlaky) (1966),Comedy|Drama|War,,
6800,26159,Tokyo Drifter (Tôkyô nagaremono) (1966),Action|Crime|Drama,,
6801,26169,Branded to Kill (Koroshi no rakuin) (1967),Action|Crime|Drama,,
6802,26171,Play Time (a.k.a. Playtime) (1967),Comedy,,
6803,26172,Point Blank (1967),Action|Crime|Drama|Thriller,,
6804,26176,Titicut Follies (1967),Documentary|Drama,,
6805,26183,Asterix and Cleopatra (Astérix et Cléopâtre) (1968),Action|Adventure|Animation|Children|Comedy,,
6806,26184,"Diamond Arm, The (Brilliantovaya ruka) (1968)",Action|Adventure|Comedy|Crime|Thriller,,
6807,26195,Sympathy for the Devil (1968),Documentary|Musical,,
6808,26198,"Yours, Mine and Ours (1968)",Children|Comedy,,
6809,26225,"Claire's Knee (Genou de Claire, Le) (1970)",Comedy|Romance,,
6810,26231,Performance (1970),Crime|Drama|Thriller,,
6811,26236,"White Sun of the Desert, The (Beloe solntse pustyni) (1970)",Action|Adventure|Comedy|Drama|Romance|War,,
6812,26237,Zabriskie Point (1970),Drama|Romance,,
6814,26249,They Call Me Trinity (1971),Comedy|Western,,
6815,26258,"Topo, El (1970)",Fantasy|Western,,
6816,26265,Dr. Phibes Rises Again (1972),Adventure|Comedy|Horror|Romance,,
6817,26283,Charley Varrick (1973),Crime|Drama|Thriller,,
6818,26285,Dark Star (1974),Comedy|Sci-Fi|Thriller,,
6819,26303,Sisters (1973),Horror|Thriller,,
6820,26308,Turkish Delight (Turks fruit) (1973),Drama|Romance,,
6821,26313,California Split (1974),Comedy|Drama,,
6822,26317,Emmanuelle (1974),Drama|Romance,,
6823,26322,Gone in 60 Seconds (1974),Action|Crime|Drama,,
6824,26326,"Holy Mountain, The (Montaña sagrada, La) (1973)",Drama,,
6825,26340,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)",Action|Adventure|Animation|Children|Comedy|Fantasy,,
6826,26344,French Connection II (1975),Action|Crime|Drama|Thriller,,
6827,26347,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)",Comedy|Drama|Romance,,
6828,26350,"Passenger, The (Professione: reporter) (1975)",Drama,,
6829,26357,Trilogy of Terror (1975),Horror|Thriller,,
6830,26359,1900 (Novecento) (1976),Drama|War,,
6831,26365,Futureworld (1976),Sci-Fi|Thriller,,
6832,26366,Harlan County U.S.A. (1976),Documentary,,
6833,26375,Silver Streak (1976),Action|Comedy|Crime,,
6834,26386,High Anxiety (1977),Comedy|Thriller,,
6835,26391,"New York, New York (1977)",Drama|Musical|Romance,,
6836,26394,"Turning Point, The (1977)",Drama|Romance,,
6837,26399,Five Deadly Venoms (1978),Action,,
6838,26401,Last Hurrah for Chivalry (Hao xia) (1979),Action|Drama,,
6839,26409,"Clonus Horror, The (1979)",Horror|Sci-Fi,,
6840,26413,Snake in the Eagle's Shadow (Se ying diu sau) (1978),Action|Comedy,,
6841,26422,Hair (1979),Comedy|Drama|Musical,,
6842,26429,Love at First Bite (1979),Comedy|Horror|Romance,,
6843,26444,"Hitch Hikers Guide to the Galaxy, The (1981)",Adventure|Comedy|Sci-Fi,,
6844,26453,Smiley's People (1982),Drama|Mystery,,
6845,26464,Blue Thunder (1983),Action|Crime|Drama,,
6846,26467,"Day After, The (1983)",Drama|Sci-Fi,,
6847,26471,Eddie Murphy Delirious (1983),Comedy|Documentary,,
6848,26472,"Norte, El (1984)",Adventure|Drama,,
6849,26492,Twilight Zone: The Movie (1983),Fantasy|Horror|Sci-Fi|Thriller,,
6850,26498,Boy Meets Girl (1984),Drama,,
6851,26504,Cloak & Dagger (1984),Action|Adventure|Children|Crime|Mystery|Thriller,,
6852,26510,"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) (1984)",Adventure|Children|Fantasy|Sci-Fi,,
6853,26523,"Silent Night, Deadly Night (1984)",Horror|Thriller,,
6854,26524,"Times of Harvey Milk, The (1984)",Documentary,,
6855,26527,What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!) (1984),Comedy|Drama,,
6856,26528,Anne of Green Gables (1985),Children|Drama,,
6857,26539,Death of a Salesman (1985),Drama,,
6858,26542,Ewoks: The Battle for Endor (1985),Adventure|Children|Fantasy|Sci-Fi,,
6859,26547,Police Story (Ging chaat goo si) (1985),Action|Comedy|Crime|Thriller,,
6860,26554,"Quiet Earth, The (1985)",Drama|Mystery|Sci-Fi,,
6861,26555,Spies Like Us (1985),Comedy,,
6862,26562,White Nights (1985),Drama,,
6863,26564,'Round Midnight (1986),Drama|Musical,,
6864,26567,Club Paradise (1986),Comedy,,
6865,26578,"Sacrifice, The (Offret - Sacraficatio) (1986)",Drama,,
6866,26585,"Better Tomorrow, A (Ying hung boon sik) (1986)",Crime|Drama|Thriller,,
6867,26587,"Decalogue, The (Dekalog) (1989)",Crime|Drama|Romance,,
6868,26590,G.I. Joe: The Movie (1987),Action|Adventure|Animation|Children|Fantasy|Sci-Fi,,
6869,26593,Hell Comes to Frogtown (1988),Action|Comedy|Sci-Fi,,
6870,26599,"Law of Desire (Ley del deseo, La) (1987)",Comedy|Drama|Romance,,
6871,26603,Prince of Darkness (1987),Fantasy|Horror|Sci-Fi|Thriller,,
6872,26606,"Chinese Ghost Story, A (Sinnui yauwan) (1987)",Action|Fantasy|Horror|Romance,,
6873,26612,"Better Tomorrow II, A (Ying hung boon sik II) (1987)",Crime|Drama|Thriller,,
6874,26614,"Bourne Identity, The (1988)",Action|Adventure|Drama|Mystery|Thriller,,
6875,26622,Dominick and Eugene (1988),Drama,,
6876,26629,Killer Klowns from Outer Space (1988),Comedy|Horror|Sci-Fi,,
6877,26630,Moonwalker (1988),Musical,,
6878,26631,Alice (Neco z Alenky) (1988),Animation|Fantasy|Mystery,,
6879,26645,Life Is a Long Quiet River (La vie est un long fleuve tranquille) (1988),Comedy,,
6880,26649,Lonesome Dove (1989),Adventure|Drama|Western,,
6882,26676,Almost an Angel (1990),Comedy,,
6883,26680,Cry-Baby (1990),Comedy|Musical|Romance,,
6884,26681,Bullet in the Head (1990),Action|Drama|War,,
6885,26686,Ghost Dad (1990),Comedy|Fantasy,,
6886,26693,It (1990),Drama|Fantasy|Horror|Mystery|Thriller,,
6887,26694,Ju Dou (1990),Drama,,
6888,26695,"Krays, The (1990)",Drama,,
6889,26696,Lionheart (1990),Action,,
6890,26700,Nuns on the Run (1990),Comedy|Crime,,
6891,26701,Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989),Action|Animation|Crime|Drama|Film-Noir|Mystery|Sci-Fi|Thriller,,
6892,26704,State of Grace (1990),Crime|Drama|Thriller,,
6893,26712,35 Up (1991),Documentary,,
6894,26713,Days of Being Wild (A Fei jingjyuhn) (1990),Drama|Romance,,
6898,26726,Dutch (1991),Comedy,,
6899,26729,Hearts of Darkness: A Filmmakers Apocalypse (1991),Documentary,,
6900,26732,Johnny Stecchino (1991),Comedy,,
6901,26736,Riki-Oh: The Story of Ricky (Lik Wong) (1991),Action|Crime|Thriller,,
6902,26741,Mannequin 2: On the Move (1991),Comedy|Fantasy|Romance,,
6903,26743,Only Yesterday (Omohide poro poro) (1991),Animation|Drama,,
6904,26745,Other People's Money (1991),Comedy|Drama|Romance,,
6905,26750,Quigley Down Under (1990),Adventure|Drama|Western,,
6906,26761,Prime Suspect 2 (1992),Crime|Drama|Mystery|Romance|Thriller,,
6907,26764,Captain America (1990),Action|Fantasy|Sci-Fi|Thriller|War,,
6908,26765,City Hunter (Sing si lip yan) (1993),Action|Comedy|Romance,,
6910,26777,"Stolen Children (Ladro di bambini, Il) (1992)",Drama,,
6911,26778,Ladybugs (1992),Comedy,,
6912,26782,"Mambo Kings, The (1992)",Drama|Musical,,
6913,26791,Shining Through (1992),Drama|Romance|Thriller|War,,
6914,26792,Sidekicks (1992),Action|Adventure|Children|Comedy,,
6915,26796,"Heart in Winter, A (Un coeur en hiver) (1992)",Drama|Romance,,
6916,26797,Visions of Light: The Art of Cinematography (1992),Documentary,,
6917,26810,Bad Boy Bubby (1993),Drama,,
6918,26812,Barbarians at the Gate (1993),Drama,,
6919,26819,Fortress (1992),Action|Sci-Fi,,
6920,26828,Mr. Nanny (1993),Action|Children|Comedy,,
6921,26838,"Snapper, The (1993)",Comedy|Drama,,
6922,26840,Sonatine (Sonachine) (1993),Action|Comedy|Crime|Drama,,
6923,26849,"Stand, The (1994)",Adventure|Drama|Fantasy|Horror|Sci-Fi,,
6924,26854,"Darkman II: Return of Durant, The (1995)",Action|Crime|Horror,,
6925,26861,Freaked (1993),Comedy|Sci-Fi,,
6926,26865,Fist of Legend (Jing wu ying xiong) (1994),Action|Drama,,
6927,26870,Major League II (1994),Comedy,,
6928,26871,My Father the Hero (1994),Comedy|Romance,,
6929,26875,"Pure Formality, A (Pura formalità, Una) (1994)",Crime|Film-Noir|Mystery|Thriller,,
6930,26887,"Langoliers, The (1995)",Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller,,
6931,26900,"Last Wedding, The (Kivenpyörittäjän kylä) (1995)",Comedy|Drama,,
6932,26901,Last of the Dogmen (1995),Adventure|Western,,
6933,26903,Whisper of the Heart (Mimi wo sumaseba) (1995),Animation|Drama|Romance,,
6934,26913,Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban) (1994),Action|Animation,,
6935,26928,"Summer's Tale, A (Conte d'été) (1996)",Comedy|Drama|Romance,,
6936,26940,"Late Shift, The (1996)",Comedy,,
6937,26947,Pusher (1996),Crime|Thriller,,
6938,26958,Emma (1996),Romance,,
6939,26965,"Boxer, The (1997)",Drama|Thriller,,
6940,26974,Gummo (1997),Drama,,
6941,26985,Nirvana (1997),Action|Sci-Fi,,
6942,26999,"Lion King II: Simba's Pride, The (1998)",Adventure|Animation|Children|Musical|Romance,,
6943,27002,From the Earth to the Moon (1998),Action|Documentary|Drama|Thriller,,
6944,27003,Beowulf (1999),Action|Horror|Sci-Fi,,
6945,27006,RKO 281 (1999),Drama,,
6946,27008,From Dusk Till Dawn 2: Texas Blood Money (1999) ,Comedy|Crime|Horror,,
6949,27022,Thursday (1998),Action|Crime|Thriller,,
6950,27032,Who Am I? (Wo shi shei) (1998),Action|Adventure|Comedy|Sci-Fi|Thriller,,
6951,27036,Merlin (1998),Action|Adventure|Drama|Fantasy|Romance,,
6952,27074,Brave New World (1998),Sci-Fi,,
6953,27075,Addams Family Reunion (1998),Children|Comedy|Fantasy,,
6954,27105,Purgatory (1999),Fantasy|Western,,
6955,27124,Bleeder (1999),Drama|Thriller,,
6956,27134,Dark Portals: The Chronicles of Vidocq  (Vidocq) (2001),Action|Crime|Fantasy,,
6957,27140,Candyman 3: Day of the Dead (1999),Horror,,
6958,27155,"Batman/Superman Movie, The (1998)",Action|Adventure|Animation|Children|Fantasy|Sci-Fi,,
6964,27176,Style Wars (1983),Documentary,,
6965,27178,In July (Im Juli) (2000),Comedy|Romance,,
6966,27186,Kirikou and the Sorceress (Kirikou et la sorcière) (1998),Adventure|Animation|Children|Fantasy,,
6967,27193,Taxi 2 (2000),Action|Comedy,,
6968,27246,If These Walls Could Talk 2 (2000),Drama|Romance,,
6969,27251,"10th Kingdom, The (2000)",Adventure|Comedy|Fantasy,,
6970,27255,"Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)",Drama,,
6971,27266,2046 (2004),Drama|Fantasy|Romance|Sci-Fi,,
6972,27306,Bartleby (2001),Comedy|Drama,,
6973,27311,Batman Beyond: Return of the Joker (2000),Action|Animation|Crime|Sci-Fi|Thriller,,
6974,27317,Audition (Ôdishon) (1999),Drama|Horror|Mystery|Romance|Thriller,,
6975,27320,"Nine Lives of Tomas Katz, The (2000)",Comedy|Drama|Fantasy,,
6976,27328,Monday (2000),Action|Comedy|Crime|Fantasy|Thriller,,
6977,27329,Paradise Lost 2: Revelations (2000),Documentary,,
6978,27368,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002),Adventure|Comedy|Fantasy,,
6979,27369,Daria: Is It Fall Yet? (2000),Animation|Comedy,,
6980,27370,Late Night Shopping (2001),Comedy,,
6981,27373,61* (2001),Drama,,
6982,27397,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),Crime|Drama|Mystery|Thriller|War,,
6983,27408,Ripley's Game (2002),Drama|Thriller,,
6984,27416,Jalla! Jalla! (2000),Comedy|Drama|Romance,,
6985,27420,Teknolust (2002),Comedy|Drama|Romance|Sci-Fi,,
6986,27426,"Accidental Spy, The (Dak miu mai shing) (2001)",Action|Comedy|Thriller,,
6987,27434,Darkness (2002),Horror|Mystery,,
6988,27441,Blood: The Last Vampire (2000),Action|Animation|Horror,,
6989,27450,Blueberry (2004),Adventure|Western,,
6990,27473,American Psycho II: All American Girl (2002),Comedy|Crime|Horror|Mystery|Thriller,,
6991,27478,Ali G Indahouse (2002),Comedy,,
6992,27480,Dead or Alive 2: Tôbôsha (2000),Action|Crime|Thriller,,
6993,27482,Cube 2: Hypercube (2002),Horror|Mystery|Sci-Fi,,
6994,27491,Pulse (Kairo) (2001),Horror|Mystery|Thriller,,
6995,27513,Dog Days (Hundstage) (2001),Drama,,
6996,27523,My Sassy Girl (Yeopgijeogin geunyeo) (2001),Comedy|Romance,,
6997,27537,Nothing (2003),Comedy|Fantasy|Mystery|Sci-Fi,,
6998,27539,Undertaking Betty (Plots with a View) (2002),Comedy|Romance,,
6999,27549,Dead or Alive: Final (2002),Comedy|Crime|Drama|Sci-Fi|Thriller,,
7000,27555,Fubar (2002),Comedy,,
7001,27563,"Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001)",Comedy|Horror|Musical,,
7002,27584,Dead End (2003),Comedy|Horror|Mystery|Thriller,,
7003,27592,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),Crime|Drama,,
7004,27595,Jesus Christ Vampire Hunter (2001),Action|Comedy|Horror|Musical,,
7005,27604,Suicide Club (Jisatsu saakuru) (2001),Horror|Mystery|Thriller,,
7006,27611,Battlestar Galactica (2003),Drama|Sci-Fi|War,,
7007,27618,"Sound of Thunder, A (2005)",Action|Adventure|Drama|Sci-Fi|Thriller,,
7008,27619,"Lion King 1½, The (2004)",Adventure|Animation|Children|Comedy,,
7009,27627,Oasis (2002),Drama|Romance,,
7010,27644,Remember Me (Ricordati di me) (2003),Comedy|Drama|Romance,,
7017,27664,"Brown Bunny, The (2003)",Drama,,
7018,27667,Ju-on: The Curse (2000),Horror,,
7019,27674,11:14 (2003),Comedy|Crime|Drama|Mystery|Thriller,,
7020,27683,Tremors 4: The Legend Begins (2004),Action|Comedy|Horror|Sci-Fi|Thriller|Western,,
7021,27685,Bring It On Again (2004),Comedy,,
7022,27689,"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)",Action|Crime|Thriller,,
7023,27692,And Starring Pancho Villa as Himself (2003),Action|Comedy|Drama|War,,
7024,27695,Nicotina (2003),Action|Comedy|Drama,,
7025,27704,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003),Action|Drama|Thriller|War,,
7026,27705,In Hell (2003),Action|Drama|Thriller,,
7032,27708,Helen of Troy (2003),Action|Adventure|Drama|Romance,,
7033,27716,"Green Butchers, The (Grønne slagtere, De) (2003)",Comedy|Crime|Drama|Romance,,
7034,27721,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",Drama|Mystery|Romance|War,,
7035,27722,Last Life in the Universe (Ruang rak noi nid mahasan) (2003),Drama|Romance,,
7036,27728,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004),Action|Animation|Drama|Sci-Fi|Thriller,,
7039,27744,"Facing Windows (Finestra di fronte, La) (2003)",Drama|Romance,,
7040,27746,Ginger Snaps: Unleashed (2004),Horror|Thriller,,
7041,27751,'Salem's Lot (2004),Drama|Horror|Mystery|Thriller,,
7042,27762,Comic Book: The Movie (2004),Comedy,,
7043,27768,Intimate Strangers (Confidences trop intimes) (2004),Drama,,
7044,27769,Down to the Bone (2004),Drama,,
7045,27772,Ju-on: The Grudge (2002),Horror,,
7054,27776,Red Lights (Feux rouges) (2004),Drama,,
7055,27778,Ginger Snaps Back: The Beginning (2004),Fantasy|Horror,,
7056,27784,One Missed Call (Chakushin ari) (2003),Horror|Mystery,,
7057,27788,"Jacket, The (2005)",Drama|Mystery|Sci-Fi|Thriller,,
7060,27793,Starship Troopers 2: Hero of the Federation (2004),Action|Horror|Sci-Fi|War,,
7061,27801,Ong-Bak: The Thai Warrior (Ong Bak) (2003),Action|Thriller,,
7062,27802,Infernal Affairs 2 (Mou gaan dou II) (2003),Action|Crime|Drama|Thriller,,
7063,27803,"Sea Inside, The (Mar adentro) (2004)",Drama,,
7067,27815,"Chorus, The (Choristes, Les) (2004)",Drama,,
7068,27816,Saints and Soldiers (2003),Action|Adventure|Drama|War,,
7071,27821,"Interpreter, The (2005)",Drama|Thriller,,
7072,27822,Open Water (2003),Drama|Thriller,,
7073,27826,Touch of Pink (2004),Comedy|Drama|Romance,,
7074,27829,Slasher (2004),Documentary,,
7075,27830,"Bobby Jones, Stroke of Genius (2004)",Drama,,
7084,27837,Flight of the Phoenix (2004),Action|Adventure,,
7086,27839,"Ring Two, The (2005)",Drama|Horror|Mystery|Thriller,,
7087,27846,"Corporation, The (2003)",Documentary,,
7088,27850,"Yes Men, The (2003)",Documentary,,
7089,27865,Azumi (2003),Action|Adventure|Drama|Thriller,,
7090,27866,In My Father's Den (2004),Drama,,
7091,27869,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),Action|Drama|War,,
7092,27873,Metallica: Some Kind of Monster (2004),Documentary,,
7094,27879,DiG! (2004),Documentary,,
7096,27899,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004),Comedy|Documentary|Drama,,
